URAIAN KEGIATAN;ANGGARAN(Rp.);Tahun;Desa;Kecamatan;Kabupaten;Provinsi
Penyelenggaraan promosi kesehatan dan gerakan hidup bersih;3000000;2018;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Peningkatan kapasitas Pelatihan usaha ekonomi DEsa Pelatihan Pengelola Bumdes;5000000;2018;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Peningkatan kapasitas sumber Daya Aparatur Pemerontah Desa;5000000;2018;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Pengeatan permodalan bumdesa;100000000;2018;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Penguatan permodalan bumdes bersama;50000000;2018;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
fasiltasi dan stimulan peningkatan kesejahteraan masyarakat;30000000;2018;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Peningkatan kapasitas Kader pemberdayaan masyarakat;5000000;2018;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
pengelolaan dan pembinan anak sekolah melalui pemberian makanan tambahan ( PMTAS );14014000;2018;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan dan pengembangan sarana dan prasarana komunikais dan informatika.;50000000;2018;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan dan pemeliharaan sanitasi lingkungan;42000000;2018;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
pembangunan dan pemeliharaan jembatan desa;67848000;2018;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Pengembangan Sistem Informasi Desa;5000000;2019;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
"Penyelenggaran PAUD/TK/TPA/TKA/TPQ/Madrasah NonFormal Milik Desa
(Honor, Pakaian dll)";13200000;2019;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);20388000;2019;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengadaan Sarana/Prasarana
Posyandu/Polindes/PKD **";6965000;2019;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
"Pemeliharaan Prasarana Jalan Desa (Gorong-gorong/Selokan/Parit/Drainase
dll)";32562000;2019;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jembatan Milik Desa **);52795000;2019;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Prasarana Jalan Desa (Gorong,
selokan dll)";322125000;2019;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Turap/Bronjong/ Talud/ Tanggul
Desa** (kewenangan desa)";132275000;2019;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
"Dukungan Pelaksanaan Program Pembangunan/Rehab Rumah Tidak Layak
Huni GAKIN";30000000;2019;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitasi/Peningkatan Sistem Pembuangan Air Limbah **);192640000;2019;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Dukungan Pelaksanaan Program Jambanisasi untuk Keluarga Miskin;42000000;2019;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Pelatihan Pembinaan Lembaga Kemasyarakatan;2000000;2019;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
"Pembentukan dan Dukungan Fasilitasi Kader Pembangunan dan
Pemberdayaan Masyarakat";5000000;2019;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Pemeliharaan Saluran Irigasi Tersier/Sederhana;71359000;2019;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Peningkatan Kapatitas Perangkat Desa;10000000;2019;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Peningkatan Kapasitas BPD;5000000;2019;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Pelatihan Pengelolaan BUM Desa (Pelatihan yg dilaksanakan oleh Pemdes);5000000;2019;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Penyusunan, Pendataan, dan Pemutakhiran Profil Desa (Dipilih);9840500;2020;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
"Penyelenggaran PAUD/TK/TPA/TKA/TPQ/Madrasah Non-Formal Milik Desa
(Honor, Pakaian dll)";19200000;2020;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
"Pemeliharaan Sarana Prasarana PAUD/TK/TPA/TKA/TPQ/Madrasah
Nonformal Milik Desa";38960000;2020;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
"Pengelolaan Perpustakaan Milik Desa (Pengadaan Buku, Honor, Taman
Baca)";5000000;2020;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
"Penyelenggaraan Pos Kesehatan Desa/Polindes Milik Desa (obat, Insentif,
KB, dsb)";4200000;2020;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);56100000;2020;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Pemeliharaan Sarana Prasarana Posyandu/Polindes/PKD;16408500;2020;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
"Dukungan Pelaksanaan Program Pembangunan/Rehab Rumah Tidak
Layak Huni GAKIN";20000000;2020;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitas/Peningkatan Fasilitas Jamban Umum/MCK
umum, dll (Dipilih)";216000000;2020;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
"Pembuatan dan Pengelolaan Jaringan/Instalasi Komunikasi dan Informasi
Lokal Desa";7200000;2020;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
kegiatan penanggulanaga covid 19;87569000;2020;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Penanganan keadaan Mendesak / BLT;514800000;2020;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Turap/Bronjong/ Talud/ Tanggul
Desa** (kewenangan desa)";66500000;2020;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
"Pemeliharaan Sistem Pembuangan Air Limbah (Drainase, Air limbah
Rumah Tangga)";43420000;2020;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
sarana penanggulangan   bencana kebakaran;2000000;2020;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
Penyertaan Modal Desa;50000000;2020;KRAMAT;PEMALANG;PEMALANG;JAWA TENGAH
URAIAN KEGIATAN;ANGGARAN(Rp.);Tahun;Desa;Kecamatan;Kabupaten;Provinsi
NA;NA;2015;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
NA;NA;2016;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;204140000;2017;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN TURAP/BRONJONG/ TALUD  DESA;234330000;2017;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN DRAINASE/GORONG-GORONG/PLAT DEKER;312023000;2017;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
penguatan modal bumdes;100000000;2017;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
pelatihan tehnologi informasi;3500000;2017;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Fasilitasi dan Stimulan Peningkatan Kesejahteraan Masyarakat;21000000;2017;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan dan pemeliharaan sanitasi lingkungan;122000000;2018;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan dan pemeliharaan jalan desa;402818000;2018;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
pembangunan dan pemelihraan drainse/gonggorong/plat deker;296839000;2018;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Penguatan permodalan bumdesa;50000000;2018;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Penguatan permodalan Bumdesa bersama;50000000;2018;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan dan pengembangan sarana prasarana komunikasi dan informatika;50000000;2018;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Fasilitasi dan stimulan peningkatan kesejahteraan masyarakat;40000000;2018;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Penyelenggaraan promosi kesehatan dan gerakan hidup bersih dan sehat;7000000;2018;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Mendukung kegiatan ekonomi baik yang dikembangkan oleh  BUMDESa maupun oleh Kelompok usaha masyaraktat desa lainnyainnya;5000000;2018;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Peningkatan kapasitas sumber daya aparatur pemerintah desa;5000000;2018;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Peningkatan kapasitas kader pemberdayaan masyarakat desa;5000000;2018;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
pelatihan survey mawas diri;3000000;2018;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Penyediaan Isentip / Honorarium Pembantu  Tugas Umum Desa;7200000;2019;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Pengembangan Sistem Informasi Desa;9800000;2019;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
"Penyelenggaran PAUD/TK/TPA/TKA/TPQ/Madrasah NonFormal Milik Desa
(Honor, Pakaian dll)";14400000;2019;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengadaan
Sarana/Prasarana/Alat Peraga";49610000;2019;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
"Penyelenggaraan Pos Kesehatan Desa/Polindes Milik Desa (obat, Insentif,
KB, dsb)";1500000;2019;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);39000000;2019;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
"Penyuluhan dan Pelatihan Bidang Kesehatan (Untuk Masy, Tenaga dan
Kader Kesehatan dll)";10000000;2019;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengadaan Sarana/Prasarana
Posyandu/Polindes/PKD **";117656000;2019;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
"Penyelenggaraan Promosi Kesehatan dan Gerakan Hidup Bersih dan
Sehat";7000000;2019;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jalan Lingkungan
Permukiman **)";452760000;2019;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Prasarana Jalan Desa (Gorong,
selokan dll)";200058000;2019;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Turap/Bronjong/ Talud/ Tanggul
Desa** (kewenangan desa)";145061000;2019;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Dukungan Pelaksanaan Program Jambanisasi untuk Keluarga Miskin;36000000;2019;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Penyelenggaraan Informasi Publik Desa (Poster, Baliho Dll);5000000;2019;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Pengembangan Pariwisata Tingkat Desa;5000000;2019;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Pelatihan Pembinaan Lembaga Kemasyarakatan;5000000;2019;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Peningkatan Kapatitas Perangkat Desa;10000000;2019;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Peningkatan Kapasitas BPD;5000000;2019;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pelatihan Pengelolaan BUM Desa (Pelatihan yg dilaksanakan oleh
Pemdes)";5000000;2019;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Pemetaan dan Analisis Kemiskinan Desa secara Partisipatif;8998800;2020;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
"Penyelenggaran PAUD/TK/TPA/TKA/TPQ/Madrasah Non-Formal Milik Desa
(Honor, Pakaian dll)";16800000;2020;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Dukungan Penyelenggaran PAUD (APE, Sarana PAUD dst);9300000;2020;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Penyuluhan dan Pelatihan Pendidikan Bagi Masyarakat;7000000;2020;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);50700000;2020;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Penyelenggaraan Desa Siaga Kesehatan;12550000;2020;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitas/Peningkatan/Pengerasan Jalan Desa;173167000;2020;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jalan Lingkungan Permukiman/Gang **;266388200;2020;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitasi/Peningkatan Prasarana Jalan Desa (Gorong-gorong, Selokan, Box/Slab Culvert, Drainase, Prasarana Jalan lain) **;28255000;2020;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Sambungan Air Bersih ke Rumah
Tangga (Dipilih)";40000000;2020;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Penyelenggaraan Informasi Publik Desa (Poster, Baliho Dll);8000000;2020;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pembuatan dan Pengelolaan Jaringan/Instalasi Komunikasi dan Informasi
Lokal Desa";10900000;2020;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
"Peningkatan Produksi Tanaman Perkebunan (Alat Produksi dan pengolahan
perkebunan)";6200000;2020;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Penanganan dan pencegahan covid 19;83550000;2020;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Penanganan keadaan mendesak / BLT;559200000;2020;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitasi/Peningkatan/Pengadaan Sarana/Prasarana Posyandu/Polindes/PKD **;14900000;2020;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
Penyertaan Modal Desa;100000000;2020;PEGONGSORAN;PEMALANG;PEMALANG;JAWA TENGAH
URAIAN KEGIATAN;ANGGARAN(Rp.);Tahun;Desa;Kecamatan;Kabupaten;Provinsi
NA;NA;2015;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
NA;NA;2016;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
PEMBENTUKAN DAN PENGELOLAAN BUMDesa;3750000;2017;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;240412000;2017;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JEMBATAN DESA;257961000;2017;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN DRAINASE/GORONG-GORONG/PLAT DEKER;159102000;2017;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
PENGUATAN PERMODALAN BUMDesa;100000000;2017;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PENGEMBANGAN SARANA PRASARANA KOMUNIKASI DAN INFORMATIKA;30000000;2017;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan tempat pembuangan sampah sementara;18500000;2017;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan dan pemeliharaan jalan desa;207682000;2018;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan dan pemeliharaan jembatan desa;153226000;2018;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan dan pemeliharaan saluran pembuangan air limbah;268977000;2018;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Penguatan permodalan Bumdesa bersama;50000000;2018;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan dan pengembangan sarana prasarana komunikasi dan informatika;50000000;2018;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Fasilitasi dan stimulan peningkatan kesejahteraan masyarakat;20000000;2018;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
peningkatan kapasitas kelembagaan pemberdayaan perempuan dan anak;3360000;2018;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
peningkatan kapasitas kader pemberdayaan kesejahteraan keluarga;6640000;2018;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Peningkatan kapasitas sumber daya aparatur pemerintah desa;5000000;2018;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Mendukung kegiatan ekonomi baik yang dikembangkan oleh  BUMDESa maupun oleh Kelompok usaha masyaraktat desa lainnyainnya;5000000;2018;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Peningkatan kapasitas kader pemberdayaan masyarakat desa;3000000;2018;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
pembangunan pengurugan  lapangan olah raga;100000000;2018;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan dan pemeliharaan sanitasi lingkungan;16243000;2018;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Pengembangan Sistem Informasi Desa;25000000;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Penyelenggaran PAUD/TK/TPA/TKA/TPQ/Madrasah NonFormal Milik Desa
(Honor, Pakaian dll)";8400000;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Penyuluhan dan Pelatihan Pendidikan Bagi Masyarakat;1600000;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pemeliharaan Sarana Prasarana PAUD/TK/TPA/TKA/TPQ/Madrasah
Nonformal Milik Desa";15597940;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pengelolaan Perpustakaan Milik Desa (Pengadaan Buku, Honor, Taman
Baca)";17200000;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Penyelenggaraan Pos Kesehatan Desa/Polindes Milik Desa (obat, Insentif,
KB, dsb)";6000000;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitas/Peningkatan/Pengerasan Jalan Desa **);105057000;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jalan Lingkungan
Permukiman **)";318644400;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Dukungan Pelaksanaan Program Pembangunan/Rehab Rumah Tidak
Layak Huni GAKIN";50000000;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Sistem Pembuangan Air Limbah
**)";11502760;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Taman/Taman Bermain Anak
Milik Desa **)";20281186;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Dukungan Pelaksanaan Program Jambanisasi untuk Keluarga Miskin;25000000;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Jaringan Listrik/ Penerangan
Desa";15400000;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Penyelenggaraan Informasi Publik Desa (Poster, Baliho Dll);4000000;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pelatihan/Penyuluhan/Sosialisasi kepada Masy. di Bid. Hukum &
Pelindungan Masy.";5000000;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Penyelenggaraan Pelatihan Kepemudaan Tingkat Desa;5000000;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pemeliharaan Sarana dan Prasarana Kepemudaan dan Olahraga Milik
Desa";6666000;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Pelatihan Pembinaan Lembaga Kemasyarakatan;5000000;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pelatihan/Bimtek/Pengenalan Tekonologi Tepat Guna untuk
Pertanian/Peternakan";5000000;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan/Peningkatan Irigasi Tersier;318234714;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Peningkatan Kapatitas Perangkat Desa;10000000;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Peningkatan Kapasitas BPD;5000000;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Pelatihan dan Penyuluhan Pemberdayaan Perempuan;5000000;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pelatihan Pengelolaan BUM Desa (Pelatihan yg dilaksanakan oleh
Pemdes)";5000000;2019;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Penyediaan Sarana (Aset Tetap) Perkantoran/Pemerintahan;4500000;2020;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Pemetaan dan Analisis Kemiskinan Desa secara Partisipatif;8000000;2020;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Penyelenggaran PAUD/TK/TPA/TKA/TPQ/Madrasah Non-Formal Milik Desa
(Honor, Pakaian dll)";9600000;2020;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pemeliharaan Sarana Prasarana PAUD/TK/TPA/TKA/TPQ/Madrasah
Nonformal Milik Desa";14949000;2020;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pengelolaan Perpustakaan Milik Desa (Pengadaan Buku, Honor, Taman
Baca)";5800000;2020;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Penyelenggaraan Pos Kesehatan Desa/Polindes Milik Desa (obat, Insentif,
KB, dsb)";30000000;2020;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);24000000;2020;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Pemeliharaan Jalan Lingkungan Pemukiman/Gang;24884000;2020;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jembatan Milik Desa
(Dipilih)";150396000;2020;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Prasarana Jalan Desa (Gorong,
selokan dll)";38608000;2020;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Dukungan Pelaksanaan Program Pembangunan/Rehab Rumah Tidak
Layak Huni GAKIN";20000000;2020;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Sambungan Air Bersih ke Rumah
Tangga (Dipilih)";40000000;2020;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pembuatan dan Pengelolaan Jaringan/Instalasi Komunikasi dan Informasi
Lokal Desa";9000000;2020;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Pembinaan Group Kesenian dan Kebudayaan Tingkat Desa;3600000;2020;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Pemeliharaan Saluran Irigasi Tersier/Sederhana;86062000;2020;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
"Pembentukan dan Dukungan Fasilitasi (Operasional, Pelatihan, Insentif,)
Kader Pembangunan dan Pember";2400000;2020;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
penanganan dan pencegahan covid 19;95616000;2020;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
penanggulanagan darurat /pengadaan alat APAR;4750000;2020;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Penanganan keadaan mendesak;478800000;2020;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Penyertaan Modal Desa;70000000;2020;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
Dukungan Pelaksanaan Program Jambanisasi untuk Keluarga Miskin;10000000;2020;SUNGAPAN;PEMALANG;PEMALANG;JAWA TENGAH
URAIAN KEGIATAN;ANGGARAN(Rp.);Tahun;Desa;Kecamatan;Kabupaten;Provinsi
NA;NA;2015;SARADAN;PEMALANG;PEMALANG;JAWA TENGAH
NA;NA;2016;SARADAN;PEMALANG;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;751977000;2017;SARADAN;PEMALANG;PEMALANG;JAWA TENGAH
PERMODALAN BUMDES;40000000;2017;SARADAN;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan Tower;25000000;2017;SARADAN;PEMALANG;PEMALANG;JAWA TENGAH
Fasilitasi dan Stimulan Peningkatan Kesejahteraan Masyarakat;20000000;2017;SARADAN;PEMALANG;PEMALANG;JAWA TENGAH
Pembentukan bumdes bersama;50000000;2018;SARADAN;PEMALANG;PEMALANG;JAWA TENGAH
Pengembangan pos kesehatan desa dan polindes;230000000;2018;SARADAN;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan dan pemeliharaan jalan desa;294387000;2018;SARADAN;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan dan pemeliharaan saluran pembuangan air limbah;187403000;2018;SARADAN;PEMALANG;PEMALANG;JAWA TENGAH
Fasilitasi dan stimulasi jamban keluarga;30000000;2018;SARADAN;PEMALANG;PEMALANG;JAWA TENGAH
Penyelenggaraan promosi kesehatan dan gerakan hidup bersih dan sehat;3000000;2018;SARADAN;PEMALANG;PEMALANG;JAWA TENGAH
Peningkatan kapasitas forum kesehatan desa;7000000;2018;SARADAN;PEMALANG;PEMALANG;JAWA TENGAH
Pembangunan dan pengembangan sarana prasarana komunikasi dan informatika;50000000;2018;SARADAN;PEMALANG;PEMALANG;JAWA TENGAH
penguatan permodalan bumdes;15000000;2018;SARADAN;PEMALANG;PEMALANG;JAWA TENGAH
Peningkatan kapasitas sumber daya aparatur pemerintah desa;5000000;2018;SARADAN;PEMALANG;PEMALANG;JAWA TENGAH
Peningkatan kapasitas kader pemberdayaan masyarakat desa;3000000;2018;SARADAN;PEMALANG;PEMALANG;JAWA TENGAH
peningkatan kapasitas pengelola bumdes;5000000;2018;SARADAN;PEMALANG;PEMALANG;JAWA TENGAH
Penyusunan Dokumen Perencanaan Desa (RPJMDesa/RKPDesa dll);5000000;2019;SARADAN;PEMALANG;PEMALANG;JAWA TENGAH
